epoch,train_loss,val_loss,dice,iou,precision,recall,bs,lr,weightdecay,accusteps
1,0.6874,0.6651,0.0792,0.0,0.0,0.0,2,0.00010401663679887307,3.776663327107337e-06,4
2,0.6793,0.6667,0.0724,0.0,0.0045,0.0,2,0.00010401663679887307,3.776663327107337e-06,4
3,0.6763,0.6653,0.0718,0.0,0.0,0.0,2,0.00010401663679887307,3.776663327107337e-06,4
4,0.658,0.6425,0.1202,0.0309,0.3098,0.0338,2,0.00010401663679887307,3.776663327107337e-06,4
5,0.6372,0.623,0.124,0.0284,0.6413,0.0294,2,0.00010401663679887307,3.776663327107337e-06,4
6,0.6131,0.6043,0.1588,0.1785,0.5097,0.2187,2,0.00010401663679887307,3.776663327107337e-06,4
7,0.6035,0.5911,0.1766,0.2399,0.5416,0.3018,2,0.00010401663679887307,3.776663327107337e-06,4
8,0.5914,0.581,0.193,0.2809,0.5537,0.3638,2,0.00010401663679887307,3.776663327107337e-06,4
9,0.5793,0.5691,0.2084,0.315,0.5739,0.4116,2,0.00010401663679887307,3.776663327107337e-06,4
10,0.566,0.5562,0.2173,0.3368,0.6426,0.4147,2,0.00010401663679887307,3.776663327107337e-06,4
11,0.5558,0.5456,0.2376,0.4105,0.6441,0.532,2,0.00010401663679887307,3.776663327107337e-06,4
12,0.5384,0.5372,0.2417,0.4315,0.6969,0.5327,2,0.00010401663679887307,3.776663327107337e-06,4
13,0.5402,0.5288,0.2628,0.4718,0.6485,0.6367,2,0.00010401663679887307,3.776663327107337e-06,4
14,0.5302,0.5158,0.2785,0.4835,0.6661,0.6416,2,0.00010401663679887307,3.776663327107337e-06,4
15,0.5158,0.5078,0.3004,0.4948,0.627,0.7045,2,0.00010401663679887307,3.776663327107337e-06,4
16,0.5163,0.5012,0.3076,0.5062,0.6424,0.7077,2,0.00010401663679887307,3.776663327107337e-06,4
17,0.5019,0.4973,0.3009,0.5175,0.7024,0.6651,2,0.00010401663679887307,3.776663327107337e-06,4
18,0.4988,0.4929,0.3109,0.5274,0.6879,0.6958,2,0.00010401663679887307,3.776663327107337e-06,4
19,0.4985,0.4896,0.3132,0.5317,0.7056,0.6858,2,0.00010401663679887307,3.776663327107337e-06,4
20,0.4969,0.4843,0.3266,0.5391,0.687,0.7174,2,0.00010401663679887307,3.776663327107337e-06,4
21,0.4974,0.4822,0.3384,0.5371,0.6562,0.7504,2,0.00010401663679887307,3.776663327107337e-06,4
22,0.4855,0.4797,0.328,0.5441,0.7182,0.6947,2,0.00010401663679887307,3.776663327107337e-06,4
23,0.4812,0.4796,0.3238,0.5403,0.7486,0.6628,2,0.00010401663679887307,3.776663327107337e-06,4
24,0.4905,0.4757,0.3385,0.5531,0.7002,0.7279,2,0.00010401663679887307,3.776663327107337e-06,4
25,0.476,0.4744,0.339,0.5558,0.7081,0.7249,2,0.00010401663679887307,3.776663327107337e-06,4
1,0.6669,0.6453,0.0932,0.0,0.0,0.0,2,0.00044447541666908124,0.0011999975480350797,1
2,0.6399,0.6238,0.1286,0.0509,0.6263,0.0528,2,0.00044447541666908124,0.0011999975480350797,1
3,0.6281,0.6141,0.1387,0.0941,0.6512,0.1,2,0.00044447541666908124,0.0011999975480350797,1
4,0.6046,0.5809,0.1785,0.2307,0.8388,0.2452,2,0.00044447541666908124,0.0011999975480350797,1
5,0.543,0.5127,0.2948,0.5156,0.6382,0.7337,2,0.00044447541666908124,0.0011999975480350797,1
6,0.496,0.4947,0.3294,0.5232,0.6184,0.7761,2,0.00044447541666908124,0.0011999975480350797,1
7,0.4937,0.477,0.3282,0.5476,0.749,0.6739,2,0.00044447541666908124,0.0011999975480350797,1
8,0.4867,0.4952,0.3493,0.516,0.5758,0.8355,2,0.00044447541666908124,0.0011999975480350797,1
9,0.4812,0.47,0.3401,0.5648,0.7377,0.7094,2,0.00044447541666908124,0.0011999975480350797,1
10,0.4755,0.4671,0.3574,0.5646,0.6817,0.7703,2,0.00044447541666908124,0.0011999975480350797,1
11,0.4864,0.4674,0.3595,0.5693,0.6704,0.7941,2,0.00044447541666908124,0.0011999975480350797,1
12,0.4741,0.4636,0.3527,0.5759,0.7262,0.738,2,0.00044447541666908124,0.0011999975480350797,1
13,0.4769,0.4655,0.3536,0.5766,0.6989,0.77,2,0.00044447541666908124,0.0011999975480350797,1
14,0.4685,0.4639,0.347,0.584,0.7406,0.7376,2,0.00044447541666908124,0.0011999975480350797,1
15,0.4815,0.4752,0.3596,0.5528,0.6252,0.8291,2,0.00044447541666908124,0.0011999975480350797,1
16,0.467,0.4617,0.3559,0.5902,0.7177,0.771,2,0.00044447541666908124,0.0011999975480350797,1
17,0.475,0.4666,0.3532,0.5725,0.6881,0.7756,2,0.00044447541666908124,0.0011999975480350797,1
18,0.4792,0.4693,0.3369,0.5766,0.7472,0.7193,2,0.00044447541666908124,0.0011999975480350797,1
19,0.4667,0.4623,0.3686,0.5686,0.6769,0.784,2,0.00044447541666908124,0.0011999975480350797,1
20,0.4778,0.4664,0.3625,0.5725,0.6722,0.7982,2,0.00044447541666908124,0.0011999975480350797,1
21,0.4666,0.4581,0.3656,0.5825,0.7133,0.763,2,0.00044447541666908124,0.0011999975480350797,1
22,0.462,0.4561,0.3676,0.5911,0.7099,0.7819,2,0.00044447541666908124,0.0011999975480350797,1
23,0.474,0.4681,0.3607,0.5764,0.6595,0.8228,2,0.00044447541666908124,0.0011999975480350797,1
24,0.476,0.4814,0.3407,0.5686,0.6629,0.8021,2,0.00044447541666908124,0.0011999975480350797,1
25,0.4708,0.4626,0.3535,0.5754,0.7641,0.7029,2,0.00044447541666908124,0.0011999975480350797,1
1,0.692,0.6666,0.0789,0.0,0.0,0.0,2,3.1245650712608725e-05,0.0001833266087018813,4
2,0.6841,0.6674,0.0835,0.0022,0.0329,0.0024,2,3.1245650712608725e-05,0.0001833266087018813,4
3,0.6842,0.6689,0.0771,0.0005,0.0317,0.0005,2,3.1245650712608725e-05,0.0001833266087018813,4
4,0.672,0.6537,0.0913,0.0,0.0,0.0,2,3.1245650712608725e-05,0.0001833266087018813,4
5,0.6658,0.6482,0.1034,0.0007,0.0559,0.0007,2,3.1245650712608725e-05,0.0001833266087018813,4
6,0.653,0.6438,0.1179,0.0102,0.1611,0.0107,2,3.1245650712608725e-05,0.0001833266087018813,4
7,0.6479,0.6355,0.1282,0.0421,0.37,0.0472,2,3.1245650712608725e-05,0.0001833266087018813,4
8,0.6401,0.6312,0.117,0.0276,0.3901,0.0295,2,3.1245650712608725e-05,0.0001833266087018813,4
9,0.6386,0.6267,0.1212,0.0446,0.4596,0.0486,2,3.1245650712608725e-05,0.0001833266087018813,4
10,0.6276,0.6215,0.1314,0.0735,0.5564,0.0813,2,3.1245650712608725e-05,0.0001833266087018813,4
11,0.6264,0.6162,0.1467,0.1285,0.5391,0.1519,2,3.1245650712608725e-05,0.0001833266087018813,4
12,0.619,0.6105,0.1568,0.1736,0.5372,0.2107,2,3.1245650712608725e-05,0.0001833266087018813,4
13,0.6167,0.6084,0.1584,0.1771,0.5444,0.2116,2,3.1245650712608725e-05,0.0001833266087018813,4
14,0.6157,0.6003,0.1647,0.2017,0.5642,0.2417,2,3.1245650712608725e-05,0.0001833266087018813,4
15,0.6087,0.596,0.1689,0.2141,0.5715,0.2574,2,3.1245650712608725e-05,0.0001833266087018813,4
16,0.6009,0.592,0.175,0.2319,0.5629,0.2858,2,3.1245650712608725e-05,0.0001833266087018813,4
17,0.6028,0.5885,0.18,0.2477,0.5701,0.3075,2,3.1245650712608725e-05,0.0001833266087018813,4
18,0.5963,0.5862,0.187,0.2742,0.568,0.3491,2,3.1245650712608725e-05,0.0001833266087018813,4
19,0.5958,0.5837,0.1902,0.2848,0.5737,0.3628,2,3.1245650712608725e-05,0.0001833266087018813,4
20,0.5848,0.5789,0.202,0.3116,0.5479,0.4207,2,3.1245650712608725e-05,0.0001833266087018813,4
21,0.5826,0.5755,0.2064,0.3216,0.5529,0.4359,2,3.1245650712608725e-05,0.0001833266087018813,4
22,0.574,0.5702,0.2074,0.3239,0.5876,0.42,2,3.1245650712608725e-05,0.0001833266087018813,4
23,0.5741,0.5661,0.2069,0.3198,0.6205,0.3984,2,3.1245650712608725e-05,0.0001833266087018813,4
24,0.5736,0.5625,0.2135,0.3382,0.6178,0.4284,2,3.1245650712608725e-05,0.0001833266087018813,4
25,0.5732,0.5576,0.2172,0.3459,0.6394,0.4306,2,3.1245650712608725e-05,0.0001833266087018813,4
1,0.6878,0.6646,0.0774,0.0,0.0,0.0,2,7.475992999956501e-05,0.00015535445807588442,2
2,0.676,0.6627,0.08,0.0004,0.0133,0.0005,2,7.475992999956501e-05,0.00015535445807588442,2
3,0.6695,0.6605,0.0803,0.0002,0.0097,0.0002,2,7.475992999956501e-05,0.00015535445807588442,2
4,0.656,0.6561,0.0747,0.0103,0.1651,0.011,2,7.475992999956501e-05,0.00015535445807588442,2
5,0.6374,0.62,0.1675,0.2034,0.4492,0.2944,2,7.475992999956501e-05,0.00015535445807588442,2
6,0.611,0.5971,0.1861,0.263,0.4764,0.3768,2,7.475992999956501e-05,0.00015535445807588442,2
7,0.5972,0.5858,0.2035,0.2991,0.4851,0.4435,2,7.475992999956501e-05,0.00015535445807588442,2
8,0.5858,0.5748,0.2027,0.3017,0.5503,0.4025,2,7.475992999956501e-05,0.00015535445807588442,2
9,0.5803,0.564,0.2024,0.2868,0.6369,0.3442,2,7.475992999956501e-05,0.00015535445807588442,2
10,0.5548,0.5476,0.2372,0.3942,0.622,0.5211,2,7.475992999956501e-05,0.00015535445807588442,2
11,0.5492,0.5345,0.2609,0.4559,0.6211,0.6354,2,7.475992999956501e-05,0.00015535445807588442,2
12,0.5357,0.5211,0.2816,0.4767,0.6168,0.6807,2,7.475992999956501e-05,0.00015535445807588442,2
13,0.5355,0.514,0.2882,0.4954,0.6407,0.6891,2,7.475992999956501e-05,0.00015535445807588442,2
14,0.518,0.5008,0.3003,0.5086,0.6793,0.6725,2,7.475992999956501e-05,0.00015535445807588442,2
15,0.5084,0.4954,0.314,0.5201,0.6648,0.7085,2,7.475992999956501e-05,0.00015535445807588442,2
16,0.5048,0.4917,0.3248,0.524,0.6476,0.7366,2,7.475992999956501e-05,0.00015535445807588442,2
17,0.4934,0.4888,0.3157,0.5348,0.7017,0.6953,2,7.475992999956501e-05,0.00015535445807588442,2
18,0.491,0.485,0.329,0.5411,0.6752,0.7349,2,7.475992999956501e-05,0.00015535445807588442,2
19,0.4911,0.4823,0.3259,0.5423,0.7072,0.7026,2,7.475992999956501e-05,0.00015535445807588442,2
20,0.4892,0.4796,0.3386,0.5454,0.6734,0.7451,2,7.475992999956501e-05,0.00015535445807588442,2
21,0.4857,0.4761,0.3373,0.5542,0.7041,0.7257,2,7.475992999956501e-05,0.00015535445807588442,2
22,0.4818,0.4736,0.3448,0.5566,0.6944,0.7411,2,7.475992999956501e-05,0.00015535445807588442,2
23,0.4721,0.4742,0.3348,0.5525,0.7397,0.6893,2,7.475992999956501e-05,0.00015535445807588442,2
24,0.4802,0.4743,0.3507,0.5537,0.668,0.7681,2,7.475992999956501e-05,0.00015535445807588442,2
25,0.489,0.4702,0.3445,0.5624,0.7235,0.7202,2,7.475992999956501e-05,0.00015535445807588442,2
1,0.6858,0.6706,0.0634,0.0,0.0,0.0,4,0.000236288641842364,1.3389279116695482e-05,2
2,0.6685,0.6644,0.0714,0.0,0.0,0.0,4,0.000236288641842364,1.3389279116695482e-05,2
3,0.6641,0.6545,0.0839,0.0,0.0,0.0,4,0.000236288641842364,1.3389279116695482e-05,2
4,0.6466,0.6237,0.1502,0.1246,0.5525,0.1542,4,0.000236288641842364,1.3389279116695482e-05,2
5,0.6178,0.5929,0.1817,0.2446,0.5346,0.313,4,0.000236288641842364,1.3389279116695482e-05,2
6,0.5935,0.5739,0.217,0.3314,0.5361,0.4664,4,0.000236288641842364,1.3389279116695482e-05,2
7,0.5657,0.5497,0.2291,0.3642,0.6608,0.451,4,0.000236288641842364,1.3389279116695482e-05,2
8,0.5371,0.5335,0.2447,0.4269,0.7247,0.5133,4,0.000236288641842364,1.3389279116695482e-05,2
9,0.5225,0.5134,0.2916,0.4968,0.6387,0.6932,4,0.000236288641842364,1.3389279116695482e-05,2
10,0.5041,0.5053,0.3232,0.4954,0.5814,0.7717,4,0.000236288641842364,1.3389279116695482e-05,2
11,0.4981,0.4902,0.3325,0.526,0.6346,0.7561,4,0.000236288641842364,1.3389279116695482e-05,2
12,0.5047,0.4809,0.3359,0.5426,0.6851,0.7247,4,0.000236288641842364,1.3389279116695482e-05,2
13,0.4919,0.4771,0.3449,0.5481,0.6806,0.7406,4,0.000236288641842364,1.3389279116695482e-05,2
14,0.4909,0.4744,0.3492,0.5527,0.6825,0.7469,4,0.000236288641842364,1.3389279116695482e-05,2
15,0.4822,0.4723,0.3418,0.5543,0.7321,0.6976,4,0.000236288641842364,1.3389279116695482e-05,2
16,0.4746,0.4704,0.3442,0.5593,0.7433,0.6955,4,0.000236288641842364,1.3389279116695482e-05,2
17,0.475,0.4683,0.3514,0.5628,0.7341,0.7093,4,0.000236288641842364,1.3389279116695482e-05,2
18,0.4794,0.4659,0.3609,0.5651,0.706,0.7414,4,0.000236288641842364,1.3389279116695482e-05,2
19,0.4804,0.4647,0.3636,0.567,0.6984,0.753,4,0.000236288641842364,1.3389279116695482e-05,2
20,0.4725,0.464,0.3612,0.5693,0.7097,0.7443,4,0.000236288641842364,1.3389279116695482e-05,2
21,0.4687,0.4631,0.3662,0.5707,0.6979,0.7605,4,0.000236288641842364,1.3389279116695482e-05,2
22,0.4843,0.4622,0.3665,0.5725,0.7028,0.7581,4,0.000236288641842364,1.3389279116695482e-05,2
23,0.4771,0.4608,0.3669,0.5755,0.7122,0.7525,4,0.000236288641842364,1.3389279116695482e-05,2
24,0.4709,0.4616,0.3625,0.5732,0.7265,0.7331,4,0.000236288641842364,1.3389279116695482e-05,2
25,0.4743,0.4632,0.3575,0.5696,0.7427,0.7118,4,0.000236288641842364,1.3389279116695482e-05,2
1,0.6619,0.6379,0.0956,0.0,0.0,0.0,2,0.0003506776499297217,9.061902594114385e-06,1
2,0.6233,0.6034,0.1467,0.1105,0.6968,0.1164,2,0.0003506776499297217,9.061902594114385e-06,1
3,0.6012,0.58,0.1958,0.3001,0.6077,0.375,2,0.0003506776499297217,9.061902594114385e-06,1
4,0.5594,0.5151,0.297,0.4855,0.601,0.7249,2,0.0003506776499297217,9.061902594114385e-06,1
5,0.5223,0.4851,0.3172,0.5282,0.7472,0.6486,2,0.0003506776499297217,9.061902594114385e-06,1
6,0.488,0.4741,0.3477,0.5521,0.6835,0.7467,2,0.0003506776499297217,9.061902594114385e-06,1
7,0.4805,0.4731,0.3392,0.5539,0.7574,0.6775,2,0.0003506776499297217,9.061902594114385e-06,1
8,0.4856,0.4678,0.3604,0.5622,0.6787,0.7702,2,0.0003506776499297217,9.061902594114385e-06,1
9,0.4795,0.464,0.3592,0.5727,0.7046,0.7578,2,0.0003506776499297217,9.061902594114385e-06,1
10,0.4704,0.4626,0.3594,0.5734,0.7183,0.7435,2,0.0003506776499297217,9.061902594114385e-06,1
11,0.4713,0.4632,0.3489,0.5751,0.7594,0.706,2,0.0003506776499297217,9.061902594114385e-06,1
12,0.4716,0.4635,0.3554,0.5725,0.754,0.7063,2,0.0003506776499297217,9.061902594114385e-06,1
13,0.4659,0.4619,0.3593,0.5748,0.7307,0.7332,2,0.0003506776499297217,9.061902594114385e-06,1
14,0.4752,0.457,0.3689,0.5854,0.7119,0.77,2,0.0003506776499297217,9.061902594114385e-06,1
15,0.4705,0.4593,0.3649,0.5784,0.7152,0.7535,2,0.0003506776499297217,9.061902594114385e-06,1
16,0.4693,0.4743,0.3371,0.549,0.8013,0.6373,2,0.0003506776499297217,9.061902594114385e-06,1
17,0.4619,0.4556,0.3679,0.5898,0.7408,0.7454,2,0.0003506776499297217,9.061902594114385e-06,1
18,0.4558,0.4587,0.3592,0.5826,0.7452,0.73,2,0.0003506776499297217,9.061902594114385e-06,1
19,0.4636,0.4563,0.3707,0.5879,0.7303,0.7544,2,0.0003506776499297217,9.061902594114385e-06,1
20,0.4592,0.4572,0.3805,0.5795,0.6727,0.8104,2,0.0003506776499297217,9.061902594114385e-06,1
21,0.4578,0.4518,0.3744,0.5974,0.7319,0.7679,2,0.0003506776499297217,9.061902594114385e-06,1
22,0.4677,0.4539,0.3678,0.5934,0.7519,0.741,2,0.0003506776499297217,9.061902594114385e-06,1
23,0.4665,0.4521,0.3758,0.596,0.7184,0.7801,2,0.0003506776499297217,9.061902594114385e-06,1
24,0.4704,0.4547,0.3707,0.5907,0.7318,0.7569,2,0.0003506776499297217,9.061902594114385e-06,1
25,0.4641,0.4549,0.3661,0.5926,0.7607,0.7307,2,0.0003506776499297217,9.061902594114385e-06,1
1,0.6897,0.6696,0.0691,0.0,0.0,0.0,4,0.0002074566765675253,0.0029866092370009418,4
2,0.6872,0.6668,0.0811,0.0,0.0,0.0,4,0.0002074566765675253,0.0029866092370009418,4
3,0.6821,0.6682,0.0794,0.0001,0.0222,0.0001,4,0.0002074566765675253,0.0029866092370009418,4
4,0.6748,0.6599,0.0799,0.0,0.0,0.0,4,0.0002074566765675253,0.0029866092370009418,4
5,0.6591,0.6553,0.0728,0.0,0.0,0.0,4,0.0002074566765675253,0.0029866092370009418,4
6,0.6501,0.6349,0.1055,0.0023,0.0845,0.0023,4,0.0002074566765675253,0.0029866092370009418,4
7,0.6369,0.6387,0.1715,0.2385,0.4283,0.3554,4,0.0002074566765675253,0.0029866092370009418,4
8,0.6263,0.6314,0.1904,0.2726,0.378,0.4984,4,0.0002074566765675253,0.0029866092370009418,4
9,0.6099,0.5994,0.1793,0.2445,0.4958,0.3279,4,0.0002074566765675253,0.0029866092370009418,4
10,0.6058,0.5905,0.1873,0.2655,0.5189,0.3536,4,0.0002074566765675253,0.0029866092370009418,4
11,0.5966,0.5824,0.1998,0.2924,0.5254,0.3984,4,0.0002074566765675253,0.0029866092370009418,4
12,0.5856,0.5755,0.2063,0.3098,0.5514,0.415,4,0.0002074566765675253,0.0029866092370009418,4
13,0.5835,0.5675,0.2134,0.3252,0.5761,0.4282,4,0.0002074566765675253,0.0029866092370009418,4
14,0.5722,0.5621,0.2187,0.3433,0.5993,0.4465,4,0.0002074566765675253,0.0029866092370009418,4
15,0.5696,0.5538,0.2302,0.3819,0.6177,0.5012,4,0.0002074566765675253,0.0029866092370009418,4
16,0.5629,0.5487,0.2451,0.422,0.5939,0.5946,4,0.0002074566765675253,0.0029866092370009418,4
17,0.5561,0.5411,0.2486,0.4373,0.6344,0.5861,4,0.0002074566765675253,0.0029866092370009418,4
18,0.5558,0.5348,0.261,0.4567,0.6203,0.6361,4,0.0002074566765675253,0.0029866092370009418,4
19,0.5474,0.5306,0.267,0.4637,0.6201,0.65,4,0.0002074566765675253,0.0029866092370009418,4
20,0.5404,0.5244,0.2665,0.4723,0.6712,0.6168,4,0.0002074566765675253,0.0029866092370009418,4
21,0.5275,0.5187,0.2729,0.4794,0.6813,0.6204,4,0.0002074566765675253,0.0029866092370009418,4
22,0.5295,0.5169,0.2803,0.4886,0.6563,0.6591,4,0.0002074566765675253,0.0029866092370009418,4
23,0.5249,0.5114,0.2876,0.4959,0.6618,0.6665,4,0.0002074566765675253,0.0029866092370009418,4
24,0.5098,0.5058,0.2964,0.5046,0.6641,0.6793,4,0.0002074566765675253,0.0029866092370009418,4
25,0.5118,0.5024,0.3016,0.5115,0.6659,0.6898,4,0.0002074566765675253,0.0029866092370009418,4
1,0.689,0.6658,0.0814,0.0,0.0,0.0,2,3.5704789209099774e-05,2.7397165671606668e-05,2
2,0.6794,0.6645,0.0881,0.0015,0.0314,0.0016,2,3.5704789209099774e-05,2.7397165671606668e-05,2
3,0.6795,0.6658,0.0777,0.0003,0.0102,0.0003,2,3.5704789209099774e-05,2.7397165671606668e-05,2
4,0.6618,0.6471,0.1057,0.0,0.0056,0.0,2,3.5704789209099774e-05,2.7397165671606668e-05,2
5,0.6529,0.6422,0.0951,0.0021,0.194,0.0022,2,3.5704789209099774e-05,2.7397165671606668e-05,2
6,0.6404,0.6305,0.1496,0.1348,0.4712,0.1696,2,3.5704789209099774e-05,2.7397165671606668e-05,2
7,0.6238,0.6149,0.1618,0.1926,0.5055,0.2467,2,3.5704789209099774e-05,2.7397165671606668e-05,2
8,0.6099,0.6119,0.1645,0.2001,0.5258,0.2496,2,3.5704789209099774e-05,2.7397165671606668e-05,2
9,0.6106,0.6032,0.1871,0.2775,0.4846,0.3992,2,3.5704789209099774e-05,2.7397165671606668e-05,2
10,0.5944,0.5867,0.1817,0.2505,0.5778,0.3088,2,3.5704789209099774e-05,2.7397165671606668e-05,2
11,0.5905,0.5798,0.1996,0.304,0.5587,0.4012,2,3.5704789209099774e-05,2.7397165671606668e-05,2
12,0.5734,0.5749,0.1898,0.2714,0.6504,0.319,2,3.5704789209099774e-05,2.7397165671606668e-05,2
