epoch,train_loss,val_loss,dice,iou,precision,recall,bs,lr,weightdecay,accusteps
13,0.5788,0.5687,0.2035,0.317,0.6372,0.3879,2,3.5704789209099774e-05,2.7397165671606668e-05,2
14,0.568,0.5571,0.2169,0.3447,0.6532,0.4232,2,3.5704789209099774e-05,2.7397165671606668e-05,2
15,0.5531,0.55,0.2273,0.3827,0.6666,0.4746,2,3.5704789209099774e-05,2.7397165671606668e-05,2
16,0.5481,0.5408,0.2355,0.4003,0.694,0.4871,2,3.5704789209099774e-05,2.7397165671606668e-05,2
17,0.5509,0.5347,0.2431,0.4222,0.7078,0.5127,2,3.5704789209099774e-05,2.7397165671606668e-05,2
18,0.5393,0.5309,0.2506,0.45,0.7054,0.5556,2,3.5704789209099774e-05,2.7397165671606668e-05,2
19,0.53,0.5259,0.2626,0.4751,0.6771,0.6164,2,3.5704789209099774e-05,2.7397165671606668e-05,2
20,0.5329,0.5161,0.2806,0.4888,0.6572,0.6588,2,3.5704789209099774e-05,2.7397165671606668e-05,2
21,0.5185,0.5115,0.2811,0.4955,0.6929,0.6381,2,3.5704789209099774e-05,2.7397165671606668e-05,2
22,0.5125,0.5073,0.2903,0.5069,0.6777,0.6705,2,3.5704789209099774e-05,2.7397165671606668e-05,2
23,0.511,0.5039,0.2833,0.4969,0.749,0.5984,2,3.5704789209099774e-05,2.7397165671606668e-05,2
24,0.5116,0.501,0.2961,0.5185,0.6985,0.6708,2,3.5704789209099774e-05,2.7397165671606668e-05,2
25,0.5087,0.4969,0.3015,0.5234,0.7054,0.6725,2,3.5704789209099774e-05,2.7397165671606668e-05,2
1,0.6697,0.6491,0.0854,0.0,0.0,0.0,2,0.0002306261812167793,1.8869508789698243e-06,1
2,0.6329,0.6222,0.1286,0.0412,0.7158,0.0423,2,0.0002306261812167793,1.8869508789698243e-06,1
3,0.6256,0.6058,0.1494,0.1242,0.6638,0.1333,2,0.0002306261812167793,1.8869508789698243e-06,1
4,0.5756,0.59,0.1439,0.0719,0.9052,0.0725,2,0.0002306261812167793,1.8869508789698243e-06,1
5,0.5138,0.5014,0.2911,0.5224,0.7258,0.6559,2,0.0002306261812167793,1.8869508789698243e-06,1
6,0.4818,0.4798,0.3394,0.5444,0.671,0.7471,2,0.0002306261812167793,1.8869508789698243e-06,1
7,0.49,0.4701,0.3504,0.5643,0.7014,0.7466,2,0.0002306261812167793,1.8869508789698243e-06,1
8,0.4711,0.4703,0.354,0.5571,0.6875,0.7499,2,0.0002306261812167793,1.8869508789698243e-06,1
9,0.4788,0.4667,0.3544,0.5654,0.7139,0.7353,2,0.0002306261812167793,1.8869508789698243e-06,1
10,0.4796,0.4619,0.3579,0.5776,0.7314,0.7376,2,0.0002306261812167793,1.8869508789698243e-06,1
11,0.4689,0.4623,0.3655,0.5731,0.7011,0.7623,2,0.0002306261812167793,1.8869508789698243e-06,1
12,0.4697,0.4681,0.3469,0.5588,0.7549,0.6845,2,0.0002306261812167793,1.8869508789698243e-06,1
13,0.4853,0.462,0.3639,0.574,0.7014,0.7626,2,0.0002306261812167793,1.8869508789698243e-06,1
14,0.4703,0.4614,0.3575,0.5771,0.7283,0.7375,2,0.0002306261812167793,1.8869508789698243e-06,1
15,0.4607,0.4571,0.3704,0.5857,0.7079,0.7751,2,0.0002306261812167793,1.8869508789698243e-06,1
16,0.4689,0.4595,0.3633,0.5806,0.7371,0.7353,2,0.0002306261812167793,1.8869508789698243e-06,1
17,0.4596,0.4623,0.3546,0.5749,0.7592,0.7065,2,0.0002306261812167793,1.8869508789698243e-06,1
18,0.466,0.4617,0.3548,0.5744,0.7531,0.7111,2,0.0002306261812167793,1.8869508789698243e-06,1
19,0.4585,0.4549,0.3738,0.5898,0.7162,0.7728,2,0.0002306261812167793,1.8869508789698243e-06,1
20,0.4605,0.4563,0.3769,0.5843,0.6949,0.7893,2,0.0002306261812167793,1.8869508789698243e-06,1
21,0.456,0.453,0.3752,0.5956,0.7262,0.7713,2,0.0002306261812167793,1.8869508789698243e-06,1
22,0.4673,0.4552,0.3705,0.5891,0.7129,0.7753,2,0.0002306261812167793,1.8869508789698243e-06,1
23,0.4542,0.4538,0.3752,0.592,0.7105,0.7828,2,0.0002306261812167793,1.8869508789698243e-06,1
24,0.4614,0.4563,0.3661,0.5875,0.7475,0.7362,2,0.0002306261812167793,1.8869508789698243e-06,1
25,0.4546,0.4563,0.3596,0.5911,0.7717,0.7201,2,0.0002306261812167793,1.8869508789698243e-06,1
1,0.6842,0.6611,0.0803,0.0,0.0,0.0,2,0.00017320535358459542,0.0007126985539523763,2
2,0.6661,0.6571,0.0826,0.0,0.0,0.0,2,0.00017320535358459542,0.0007126985539523763,2
3,0.6618,0.6546,0.0805,0.0,0.0,0.0,2,0.00017320535358459542,0.0007126985539523763,2
4,0.6357,0.6296,0.1792,0.2543,0.4076,0.4091,2,0.00017320535358459542,0.0007126985539523763,2
5,0.6067,0.5794,0.1981,0.2938,0.5491,0.3897,2,0.00017320535358459542,0.0007126985539523763,2
6,0.5795,0.5565,0.2148,0.3369,0.6655,0.4074,2,0.00017320535358459542,0.0007126985539523763,2
7,0.5573,0.5332,0.2487,0.4531,0.6919,0.5696,2,0.00017320535358459542,0.0007126985539523763,2
8,0.5324,0.5169,0.2808,0.5089,0.6579,0.6935,2,0.00017320535358459542,0.0007126985539523763,2
9,0.5077,0.5002,0.3012,0.5199,0.6858,0.6871,2,0.00017320535358459542,0.0007126985539523763,2
10,0.4973,0.4898,0.3162,0.5318,0.6938,0.6992,2,0.00017320535358459542,0.0007126985539523763,2
11,0.508,0.4863,0.311,0.5279,0.7537,0.6408,2,0.00017320535358459542,0.0007126985539523763,2
12,0.4852,0.479,0.326,0.5454,0.7299,0.6854,2,0.00017320535358459542,0.0007126985539523763,2
13,0.4831,0.4855,0.3449,0.5364,0.6251,0.7946,2,0.00017320535358459542,0.0007126985539523763,2
14,0.4814,0.4739,0.3467,0.5576,0.6793,0.7593,2,0.00017320535358459542,0.0007126985539523763,2
15,0.4806,0.47,0.3454,0.5645,0.7138,0.7316,2,0.00017320535358459542,0.0007126985539523763,2
16,0.4806,0.4707,0.3414,0.559,0.7304,0.7066,2,0.00017320535358459542,0.0007126985539523763,2
17,0.4794,0.4669,0.3543,0.5655,0.6985,0.7506,2,0.00017320535358459542,0.0007126985539523763,2
18,0.478,0.4675,0.3525,0.5663,0.7035,0.7469,2,0.00017320535358459542,0.0007126985539523763,2
19,0.4742,0.4671,0.3446,0.5666,0.7427,0.708,2,0.00017320535358459542,0.0007126985539523763,2
20,0.4754,0.4635,0.3598,0.5714,0.7055,0.7537,2,0.00017320535358459542,0.0007126985539523763,2
21,0.476,0.4664,0.3463,0.5662,0.7517,0.6997,2,0.00017320535358459542,0.0007126985539523763,2
22,0.4771,0.4647,0.3531,0.5716,0.7186,0.7401,2,0.00017320535358459542,0.0007126985539523763,2
23,0.4704,0.4629,0.3537,0.5754,0.7322,0.7314,2,0.00017320535358459542,0.0007126985539523763,2
24,0.4799,0.4643,0.3622,0.5732,0.6847,0.7816,2,0.00017320535358459542,0.0007126985539523763,2
25,0.4744,0.4624,0.3552,0.5771,0.7249,0.7414,2,0.00017320535358459542,0.0007126985539523763,2
1,0.6846,0.6692,0.0739,0.0008,0.0146,0.0008,1,1.0237384946561908e-05,7.75409129821103e-06,1
2,0.678,0.6755,0.0609,0.001,0.0242,0.001,1,1.0237384946561908e-05,7.75409129821103e-06,1
3,0.6702,0.668,0.0723,0.0023,0.0408,0.0025,1,1.0237384946561908e-05,7.75409129821103e-06,1
4,0.6574,0.6349,0.1144,0.0125,0.363,0.013,1,1.0237384946561908e-05,7.75409129821103e-06,1
5,0.6368,0.6268,0.1353,0.0957,0.4666,0.112,1,1.0237384946561908e-05,7.75409129821103e-06,1
6,0.6214,0.6145,0.1385,0.1131,0.5482,0.131,1,1.0237384946561908e-05,7.75409129821103e-06,1
7,0.6133,0.6026,0.1522,0.1536,0.6203,0.1764,1,1.0237384946561908e-05,7.75409129821103e-06,1
8,0.6053,0.5908,0.1685,0.2104,0.6203,0.2473,1,1.0237384946561908e-05,7.75409129821103e-06,1
9,0.5898,0.5896,0.1829,0.263,0.6026,0.3248,1,1.0237384946561908e-05,7.75409129821103e-06,1
10,0.5694,0.5746,0.1961,0.3002,0.6237,0.3696,1,1.0237384946561908e-05,7.75409129821103e-06,1
11,0.5716,0.5641,0.2061,0.3349,0.6762,0.4005,1,1.0237384946561908e-05,7.75409129821103e-06,1
12,0.5542,0.5498,0.2307,0.3947,0.6449,0.5064,1,1.0237384946561908e-05,7.75409129821103e-06,1
13,0.551,0.5386,0.2436,0.4339,0.6738,0.5514,1,1.0237384946561908e-05,7.75409129821103e-06,1
14,0.5445,0.5406,0.2507,0.4662,0.6495,0.6253,1,1.0237384946561908e-05,7.75409129821103e-06,1
15,0.5221,0.5205,0.2665,0.477,0.6961,0.6063,1,1.0237384946561908e-05,7.75409129821103e-06,1
16,0.5326,0.5208,0.2582,0.4643,0.7464,0.5543,1,1.0237384946561908e-05,7.75409129821103e-06,1
17,0.5174,0.5094,0.2795,0.4967,0.7181,0.6223,1,1.0237384946561908e-05,7.75409129821103e-06,1
18,0.516,0.5136,0.282,0.5087,0.6774,0.6752,1,1.0237384946561908e-05,7.75409129821103e-06,1
19,0.5164,0.5048,0.2887,0.5115,0.7059,0.6562,1,1.0237384946561908e-05,7.75409129821103e-06,1
20,0.5121,0.51,0.2898,0.5188,0.6694,0.7026,1,1.0237384946561908e-05,7.75409129821103e-06,1
21,0.4902,0.4995,0.293,0.5182,0.7252,0.6512,1,1.0237384946561908e-05,7.75409129821103e-06,1
22,0.4981,0.4986,0.3001,0.5275,0.6966,0.6889,1,1.0237384946561908e-05,7.75409129821103e-06,1
23,0.4884,0.4947,0.2999,0.5221,0.7227,0.6578,1,1.0237384946561908e-05,7.75409129821103e-06,1
24,0.504,0.4935,0.2991,0.5254,0.7413,0.6479,1,1.0237384946561908e-05,7.75409129821103e-06,1
25,0.4918,0.4873,0.3118,0.5316,0.7278,0.6685,1,1.0237384946561908e-05,7.75409129821103e-06,1
1,0.6373,0.6079,0.1395,0.1182,0.6755,0.1286,1,0.0003484137301494821,1.1420488903390731e-06,1
2,0.5788,0.5793,0.1733,0.2169,0.7366,0.2372,1,0.0003484137301494821,1.1420488903390731e-06,1
3,0.543,0.5852,0.1691,0.207,0.8443,0.2173,1,0.0003484137301494821,1.1420488903390731e-06,1
4,0.4979,0.503,0.296,0.4774,0.8193,0.5416,1,0.0003484137301494821,1.1420488903390731e-06,1
5,0.4861,0.4911,0.3136,0.5117,0.8204,0.5842,1,0.0003484137301494821,1.1420488903390731e-06,1
6,0.4746,0.4746,0.3265,0.5461,0.8001,0.6396,1,0.0003484137301494821,1.1420488903390731e-06,1
7,0.4641,0.464,0.3679,0.5681,0.6701,0.795,1,0.0003484137301494821,1.1420488903390731e-06,1
8,0.4666,0.4639,0.3473,0.5802,0.7342,0.7424,1,0.0003484137301494821,1.1420488903390731e-06,1
9,0.4626,0.4589,0.3586,0.5867,0.7317,0.7542,1,0.0003484137301494821,1.1420488903390731e-06,1
10,0.4689,0.4589,0.3628,0.5825,0.7215,0.758,1,0.0003484137301494821,1.1420488903390731e-06,1
11,0.4651,0.4602,0.3634,0.583,0.7438,0.7361,1,0.0003484137301494821,1.1420488903390731e-06,1
12,0.4602,0.4596,0.3757,0.5762,0.67,0.8113,1,0.0003484137301494821,1.1420488903390731e-06,1
13,0.4525,0.4556,0.3626,0.5923,0.7496,0.7441,1,0.0003484137301494821,1.1420488903390731e-06,1
14,0.4652,0.4536,0.3667,0.5971,0.7315,0.7692,1,0.0003484137301494821,1.1420488903390731e-06,1
15,0.4657,0.4544,0.3661,0.5943,0.7503,0.7454,1,0.0003484137301494821,1.1420488903390731e-06,1
16,0.4594,0.46,0.3549,0.5814,0.7708,0.7083,1,0.0003484137301494821,1.1420488903390731e-06,1
17,0.4587,0.4535,0.373,0.5937,0.7114,0.7871,1,0.0003484137301494821,1.1420488903390731e-06,1
18,0.4544,0.4591,0.3513,0.5821,0.7862,0.6953,1,0.0003484137301494821,1.1420488903390731e-06,1
19,0.4566,0.4549,0.3661,0.59,0.7331,0.7551,1,0.0003484137301494821,1.1420488903390731e-06,1
20,0.4574,0.4511,0.3773,0.5982,0.7103,0.795,1,0.0003484137301494821,1.1420488903390731e-06,1
21,0.4583,0.4521,0.3708,0.5976,0.7369,0.7637,1,0.0003484137301494821,1.1420488903390731e-06,1
22,0.4556,0.4632,0.3486,0.5736,0.7934,0.6781,1,0.0003484137301494821,1.1420488903390731e-06,1
23,0.4582,0.4521,0.3749,0.597,0.7078,0.7968,1,0.0003484137301494821,1.1420488903390731e-06,1
24,0.4559,0.4527,0.3724,0.5955,0.7296,0.77,1,0.0003484137301494821,1.1420488903390731e-06,1
25,0.4514,0.4551,0.3656,0.595,0.7666,0.7316,1,0.0003484137301494821,1.1420488903390731e-06,1
1,0.6273,0.6224,0.113,0.0578,0.7947,0.0591,1,0.0004917595803330562,1.0767397196957084e-06,1
2,0.5667,0.5878,0.1615,0.1797,0.8386,0.1864,1,0.0004917595803330562,1.0767397196957084e-06,1
3,0.5389,0.579,0.1788,0.224,0.8676,0.2322,1,0.0004917595803330562,1.0767397196957084e-06,1
4,0.5024,0.4731,0.3489,0.5503,0.6929,0.7348,1,0.0004917595803330562,1.0767397196957084e-06,1
5,0.483,0.485,0.3181,0.5204,0.8024,0.6031,1,0.0004917595803330562,1.0767397196957084e-06,1
6,0.474,0.4828,0.3163,0.523,0.8061,0.6045,1,0.0004917595803330562,1.0767397196957084e-06,1
7,0.4732,0.4617,0.3537,0.5787,0.7526,0.7191,1,0.0004917595803330562,1.0767397196957084e-06,1
8,0.4644,0.4666,0.3467,0.5653,0.7622,0.6917,1,0.0004917595803330562,1.0767397196957084e-06,1
9,0.4675,0.4611,0.3678,0.5776,0.7063,0.7662,1,0.0004917595803330562,1.0767397196957084e-06,1
10,0.4697,0.4621,0.351,0.5746,0.7548,0.7112,1,0.0004917595803330562,1.0767397196957084e-06,1
11,0.4688,0.4602,0.3665,0.5799,0.7259,0.7491,1,0.0004917595803330562,1.0767397196957084e-06,1
12,0.4581,0.461,0.3726,0.5723,0.6757,0.7943,1,0.0004917595803330562,1.0767397196957084e-06,1
13,0.4702,0.4588,0.3593,0.5822,0.7404,0.7374,1,0.0004917595803330562,1.0767397196957084e-06,1
14,0.4733,0.4633,0.3699,0.5692,0.6629,0.8073,1,0.0004917595803330562,1.0767397196957084e-06,1
15,0.4651,0.4555,0.3621,0.5943,0.7679,0.7287,1,0.0004917595803330562,1.0767397196957084e-06,1
16,0.4622,0.4585,0.3697,0.5803,0.6947,0.7855,1,0.0004917595803330562,1.0767397196957084e-06,1
17,0.4697,0.4629,0.3681,0.5716,0.6716,0.7995,1,0.0004917595803330562,1.0767397196957084e-06,1
18,0.4599,0.4525,0.3716,0.5977,0.7386,0.7645,1,0.0004917595803330562,1.0767397196957084e-06,1
19,0.4521,0.4521,0.3726,0.5976,0.7302,0.7729,1,0.0004917595803330562,1.0767397196957084e-06,1
20,0.4525,0.4504,0.3726,0.6035,0.7364,0.7754,1,0.0004917595803330562,1.0767397196957084e-06,1
21,0.4636,0.4549,0.3697,0.5913,0.736,0.7561,1,0.0004917595803330562,1.0767397196957084e-06,1
22,0.4524,0.452,0.3674,0.6047,0.7712,0.7434,1,0.0004917595803330562,1.0767397196957084e-06,1
23,0.4538,0.4513,0.3812,0.5968,0.7065,0.7995,1,0.0004917595803330562,1.0767397196957084e-06,1
24,0.4687,0.4498,0.3754,0.604,0.7311,0.7817,1,0.0004917595803330562,1.0767397196957084e-06,1
25,0.4588,0.4574,0.365,0.5918,0.7711,0.7245,1,0.0004917595803330562,1.0767397196957084e-06,1
1,0.6257,0.6097,0.1302,0.0989,0.762,0.1031,1,0.0004843404332815055,1.1527469458766352e-06,1
2,0.5705,0.5836,0.1687,0.1992,0.8243,0.2081,1,0.0004843404332815055,1.1527469458766352e-06,1
3,0.5362,0.5475,0.2232,0.3357,0.8099,0.3659,1,0.0004843404332815055,1.1527469458766352e-06,1
4,0.5055,0.4768,0.3501,0.5413,0.6796,0.7378,1,0.0004843404332815055,1.1527469458766352e-06,1
5,0.4872,0.5477,0.2173,0.3175,0.9193,0.3289,1,0.0004843404332815055,1.1527469458766352e-06,1
6,0.4849,0.4852,0.3161,0.5231,0.83,0.5923,1,0.0004843404332815055,1.1527469458766352e-06,1
7,0.4699,0.4609,0.3585,0.5832,0.7103,0.7699,1,0.0004843404332815055,1.1527469458766352e-06,1
8,0.4675,0.46,0.374,0.5775,0.6749,0.8046,1,0.0004843404332815055,1.1527469458766352e-06,1
9,0.4725,0.4627,0.3539,0.5757,0.7573,0.7101,1,0.0004843404332815055,1.1527469458766352e-06,1
10,0.4736,0.462,0.3562,0.5768,0.7558,0.7151,1,0.0004843404332815055,1.1527469458766352e-06,1
11,0.4638,0.4556,0.3717,0.5906,0.7332,0.7586,1,0.0004843404332815055,1.1527469458766352e-06,1
12,0.4684,0.4637,0.3556,0.5763,0.7597,0.7096,1,0.0004843404332815055,1.1527469458766352e-06,1
13,0.4681,0.4596,0.3619,0.579,0.719,0.7519,1,0.0004843404332815055,1.1527469458766352e-06,1
14,0.4571,0.4544,0.3716,0.5903,0.7128,0.7779,1,0.0004843404332815055,1.1527469458766352e-06,1
15,0.4574,0.457,0.369,0.5829,0.7085,0.7703,1,0.0004843404332815055,1.1527469458766352e-06,1
16,0.4648,0.4588,0.3578,0.5844,0.7689,0.713,1,0.0004843404332815055,1.1527469458766352e-06,1
17,0.4594,0.454,0.3684,0.5931,0.7232,0.7711,1,0.0004843404332815055,1.1527469458766352e-06,1
18,0.4604,0.4573,0.3577,0.5857,0.7502,0.7314,1,0.0004843404332815055,1.1527469458766352e-06,1
19,0.4511,0.4518,0.374,0.5981,0.719,0.7841,1,0.0004843404332815055,1.1527469458766352e-06,1
20,0.4552,0.4511,0.3683,0.6032,0.7632,0.7463,1,0.0004843404332815055,1.1527469458766352e-06,1
21,0.4554,0.4517,0.3744,0.5962,0.7221,0.7779,1,0.0004843404332815055,1.1527469458766352e-06,1
22,0.456,0.4572,0.3597,0.5856,0.7585,0.7243,1,0.0004843404332815055,1.1527469458766352e-06,1
23,0.466,0.4526,0.3779,0.5924,0.6946,0.8042,1,0.0004843404332815055,1.1527469458766352e-06,1
24,0.4537,0.4502,0.375,0.6025,0.7334,0.7761,1,0.0004843404332815055,1.1527469458766352e-06,1
25,0.4575,0.4539,0.3669,0.5972,0.7694,0.731,1,0.0004843404332815055,1.1527469458766352e-06,1
1,0.6284,0.6001,0.1492,0.1575,0.6895,0.1771,1,0.0004963590195915081,1.0363131431828254e-06,1
2,0.563,0.5761,0.1768,0.2204,0.8185,0.2323,1,0.0004963590195915081,1.0363131431828254e-06,1
3,0.5392,0.5465,0.2209,0.3276,0.8237,0.3524,1,0.0004963590195915081,1.0363131431828254e-06,1
4,0.5052,0.4805,0.3294,0.5342,0.7411,0.667,1,0.0004963590195915081,1.0363131431828254e-06,1
5,0.4727,0.4778,0.3356,0.5407,0.7786,0.6459,1,0.0004963590195915081,1.0363131431828254e-06,1
6,0.4757,0.4634,0.351,0.5765,0.7517,0.7176,1,0.0004963590195915081,1.0363131431828254e-06,1
7,0.4676,0.4621,0.3649,0.5725,0.682,0.786,1,0.0004963590195915081,1.0363131431828254e-06,1
8,0.4775,0.4593,0.3598,0.5859,0.7149,0.7707,1,0.0004963590195915081,1.0363131431828254e-06,1
9,0.4692,0.4579,0.3695,0.5877,0.7251,0.7636,1,0.0004963590195915081,1.0363131431828254e-06,1
10,0.4682,0.4571,0.3698,0.5846,0.7062,0.777,1,0.0004963590195915081,1.0363131431828254e-06,1
11,0.4649,0.4555,0.3815,0.5896,0.6996,0.7953,1,0.0004963590195915081,1.0363131431828254e-06,1
12,0.4629,0.4576,0.3704,0.5883,0.7364,0.7499,1,0.0004963590195915081,1.0363131431828254e-06,1
13,0.4667,0.4546,0.3656,0.597,0.7611,0.7406,1,0.0004963590195915081,1.0363131431828254e-06,1
14,0.4645,0.4552,0.3725,0.5886,0.7113,0.7782,1,0.0004963590195915081,1.0363131431828254e-06,1
15,0.4555,0.4574,0.3646,0.5872,0.7359,0.749,1,0.0004963590195915081,1.0363131431828254e-06,1
16,0.4576,0.451,0.3725,0.6014,0.7371,0.7709,1,0.0004963590195915081,1.0363131431828254e-06,1
17,0.465,0.4534,0.3733,0.5933,0.7102,0.7877,1,0.0004963590195915081,1.0363131431828254e-06,1
18,0.4643,0.4557,0.3609,0.5897,0.7575,0.7315,1,0.0004963590195915081,1.0363131431828254e-06,1
19,0.4618,0.4545,0.3647,0.5929,0.7468,0.7465,1,0.0004963590195915081,1.0363131431828254e-06,1
20,0.4641,0.4532,0.3689,0.5943,0.7344,0.7605,1,0.0004963590195915081,1.0363131431828254e-06,1
21,0.4628,0.4491,0.3732,0.6068,0.7436,0.7709,1,0.0004963590195915081,1.0363131431828254e-06,1
22,0.4665,0.4572,0.3639,0.5912,0.7673,0.7244,1,0.0004963590195915081,1.0363131431828254e-06,1
23,0.461,0.4543,0.3769,0.5888,0.7034,0.7875,1,0.0004963590195915081,1.0363131431828254e-06,1
24,0.4562,0.4525,0.3716,0.5996,0.7534,0.7505,1,0.0004963590195915081,1.0363131431828254e-06,1
25,0.4596,0.456,0.3636,0.5903,0.7606,0.7292,1,0.0004963590195915081,1.0363131431828254e-06,1